"","x"
"755","0000225ti=73401cl=6db=184"
"756","0000225ti=9681cl=1db=184"
"757","0000226ti=147367cl=14db=184"
"758","0000226ti=211225cl=1db=184"
"759","0000226ti=241780cl=1db=184"
"760","0000226ti=31314cl=0db=184"
"761","0000227ti=199487cl=0db=184"
"762","0000227ti=36668cl=73db=184"
"763","0000227ti=92558cl=7db=184"
"764","0000228ti=232347cl=2db=184"
"765","0000228ti=274692cl=3db=184"
"766","0000228ti=4893cl=33db=184"
"767","0000228ti=7215cl=10db=184"
"768","0000228ti=72773cl=1db=184"
"769","0000228ti=8418cl=16db=184"
"770","0000229ti=214154cl=0db=184"
"771","0000229ti=8247cl=4db=184"
"772","0000231ti=43750cl=5db=184"
"773","0000231ti=48719cl=7db=184"
"774","0000232ti=19955cl=0db=184"
"775","0000232ti=270857cl=2db=184"
"776","0000232ti=36291cl=4db=184"
"777","0000232ti=8910cl=28db=184"
"778","0000233ti=33217cl=167db=184"
"779","0000233ti=37569cl=2db=184"
"780","0000233ti=46000cl=1db=184"
"781","0000233ti=6231cl=167db=184"
"782","0000233ti=8418cl=17db=184"
"783","0000234ti=32321cl=13db=184"
"784","0000234ti=5351cl=94db=184"
"785","0000235ti=165791cl=0db=184"
"786","0000235ti=214503cl=19db=184"
"787","0000235ti=35500cl=15db=184"
"788","0000235ti=50488cl=3db=184"
"789","0000235ti=56139cl=1db=184"
"790","0000236ti=150372cl=2db=184"
"791","0000236ti=186285cl=10db=184"
"792","0000236ti=46879cl=10db=184"
"793","0000236ti=85823cl=0db=184"
"794","0000236ti=9721cl=1db=184"
"795","0000236ti=9845cl=26db=184"
"796","0000237ti=37535cl=5db=184"
"797","0000239ti=10066cl=6db=184"
"798","0000239ti=116151cl=5db=184"
"799","0000239ti=162483cl=0db=184"
"800","0000239ti=204130cl=4db=184"
"801","0000239ti=39475cl=27db=184"
"802","0000239ti=72532cl=0db=184"
"803","0000239ti=8893cl=24db=184"
"804","0000240ti=34380cl=5db=184"
"805","0000240ti=63715cl=7db=184"
"806","0000241ti=5583cl=1db=184"
"807","0000243ti=8427cl=9db=184"
"808","0000244ti=169659cl=2db=184"
"809","0000244ti=33381cl=16db=184"
"810","0000245ti=136690cl=1db=184"
"811","0000245ti=167489cl=4db=184"
"812","0000245ti=5186cl=2db=184"
"813","0000245ti=551290cl=3db=184"
"814","0000245ti=6676cl=2db=184"
"815","0000245ti=8892cl=24db=184"
"816","0000246ti=2870cl=0db=184"
"817","0000247ti=147432cl=15db=184"
"818","0000247ti=215449cl=1db=184"
"819","0000247ti=219384cl=15db=184"
"820","0000247ti=6605cl=1db=184"
"821","0000247ti=6606cl=1db=184"
"822","0000247ti=6638cl=0db=184"
"823","0000248ti=272201cl=122db=184"
"824","0000248ti=58198cl=3db=184"
"825","0000248ti=7422cl=122db=184"
"826","0000248ti=7489cl=0db=184"
"827","0000248ti=7490cl=0db=184"
"828","0000249ti=112252cl=22db=184"
"829","0000249ti=451834cl=22db=184"
"830","0000249ti=4747cl=18db=184"
"831","0000249ti=6964cl=8db=184"
"832","0000250ti=215451cl=0db=184"
"833","0000250ti=47523cl=0db=184"
